;Région;agence_1;agence_2;Support;Solde;Solde confirmé ?;Date Solde
473;PROVENCE;PLM MONTPELLIER;SATAR SAMAZAN;PAL EUROPE;25;Oui;2024-03-31
474;PROVENCE;PLM MONTPELLIER;SERRES ET PILAIRE CHÂTEAURENARD;PAL EUROPE;8;Oui;2024-01-31
475;PROVENCE;PLM MONTPELLIER;SERRES ET PILAIRE PERPIGNAN;PAL EUROPE;-2;Oui;2024-01-31
476;PROVENCE;PLM MONTPELLIER;TMF BEZIERS;PAL EUROPE;0;Oui;2023-07-31
477;PROVENCE;PLM MONTPELLIER;TMF ESTILLAC;PAL EUROPE;0;Oui;2023-05-31
478;PROVENCE;PLM MONTPELLIER;TMF LE CRES;PAL EUROPE;-14;Oui;2024-04-30
479;PROVENCE;PLM MONTPELLIER;TMF PLAN D'ORGON;PAL EUROPE;0;Oui;2023-05-31
480;PROVENCE;PLM NICE;PLM MONTPELLIER;PAL DUSS;0;Oui;2022-12-31
481;PROVENCE;PLM NICE;PLM PLAN D'ORGON;PAL DUSS;0;Oui;2023-07-31
482;PROVENCE;PLM NICE;PLM MONTPELLIER;PAL EUROPE;0;Oui;2022-12-31
483;PROVENCE;PLM NICE;PLM PLAN D'ORGON;PAL EUROPE;6;Oui;2024-04-30
484;PROVENCE;PLM NICE;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;28;Oui;2023-06-30
485;PROVENCE;PLM NICE;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;0;Oui;2023-05-31
486;PROVENCE;PLM NICE;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;0;Oui;2024-01-31
487;PROVENCE;PLM NICE;SATAR MOISSAC;PAL EUROPE;16;Oui;2023-10-31
488;PROVENCE;PLM PLAN D'ORGON;PLM NICE;PAL DUSS;0;Oui;2023-07-31
489;PROVENCE;PLM PLAN D'ORGON;PRIMEVER IDF RUNGIS (GST);PAL DUSS;0;Oui;2022-12-31
490;PROVENCE;PLM PLAN D'ORGON;PRIMEVER PERPIGNAN 1;PAL DUSS;0;Oui;2022-12-31
491;PROVENCE;PLM PLAN D'ORGON;PRIMEVER PROVENCE CHATEAURENARD;PAL DUSS;0;Oui;2023-03-31
492;PROVENCE;PLM PLAN D'ORGON;;PAL EUROPE;0;Oui;2024-04-30
493;PROVENCE;PLM PLAN D'ORGON;FTL LE CRES;PAL EUROPE;-2425;Oui;2024-04-30
494;PROVENCE;PLM PLAN D'ORGON;GUIDEZ MONCHY LE PREUX;PAL EUROPE;125;Oui;2024-04-30
495;PROVENCE;PLM PLAN D'ORGON;PATL ALLONNES;PAL EUROPE;4;Oui;2023-03-31
496;PROVENCE;PLM PLAN D'ORGON;PATL REZE;PAL EUROPE;14;Oui;2023-09-30
497;PROVENCE;PLM PLAN D'ORGON;PLM MONTPELLIER;PAL EUROPE;0;Oui;2024-04-30
498;PROVENCE;PLM PLAN D'ORGON;PLM NICE;PAL EUROPE;-6;Oui;2024-04-30
499;PROVENCE;PLM PLAN D'ORGON;PRA FEILLENS;PAL EUROPE;-35;Oui;2024-04-30
500;PROVENCE;PLM PLAN D'ORGON;PRA LYON;PAL EUROPE;195;Oui;2024-04-30
501;PROVENCE;PLM PLAN D'ORGON;PRIMEVER EUROPE AGEN;PAL EUROPE;31;Non;2023-08-31
502;PROVENCE;PLM PLAN D'ORGON;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-37;Oui;2023-10-31
503;PROVENCE;PLM PLAN D'ORGON;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;4;Oui;2023-10-31
504;PROVENCE;PLM PLAN D'ORGON;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;26;Oui;2024-04-30
505;PROVENCE;PLM PLAN D'ORGON;PRIMEVER PERPIGNAN 1;PAL EUROPE;3;Oui;2024-04-30
506;PROVENCE;PLM PLAN D'ORGON;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-301;Oui;2024-04-30
507;PROVENCE;PLM PLAN D'ORGON;PRIMEVER TOULOUSE;PAL EUROPE;-4;Oui;2023-07-31
508;PROVENCE;PLM PLAN D'ORGON;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;666;Oui;2024-04-30
509;PROVENCE;PLM PLAN D'ORGON;PTI AGEN;PAL EUROPE;169;Oui;2024-04-30
510;PROVENCE;PLM PLAN D'ORGON;PTR PERPIGNAN;PAL EUROPE;0;Oui;2022-12-31
511;PROVENCE;PLM PLAN D'ORGON;SATAR AGEN PRIMEUR;PAL EUROPE;202;Oui;2023-11-30
512;PROVENCE;PLM PLAN D'ORGON;SATAR AGEN SIEGE;PAL EUROPE;0;Oui;2022-12-31
513;PROVENCE;PLM PLAN D'ORGON;SATAR MOISSAC;PAL EUROPE;745;Non;2024-03-31
514;PROVENCE;PLM PLAN D'ORGON;SATAR SAMAZAN;PAL EUROPE;346;Oui;2023-11-30
515;PROVENCE;PLM PLAN D'ORGON;SERRES ET PILAIRE CHÂTEAURENARD;PAL EUROPE;47;Oui;2024-04-30
516;PROVENCE;PLM PLAN D'ORGON;SERRES ET PILAIRE PERPIGNAN;PAL EUROPE;25;Oui;2024-02-29
517;PROVENCE;PLM PLAN D'ORGON;TMF BEZIERS;PAL EUROPE;-302;Oui;2024-04-30
518;PROVENCE;PLM PLAN D'ORGON;TMF ESTILLAC;PAL EUROPE;171;Oui;2024-03-31
519;PROVENCE;PLM PLAN D'ORGON;TMF LE CRES;PAL EUROPE;-1084;Non;2024-03-31
520;PROVENCE;PLM PLAN D'ORGON;TMF MALATAVERNE;PAL EUROPE;12;Oui;2024-03-31
521;PROVENCE;PLM PLAN D'ORGON;TMF PERPIGNAN;PAL EUROPE;-88;Oui;2024-03-31
522;PROVENCE;PLM PLAN D'ORGON;TMF PLAN D'ORGON;PAL EUROPE;-514;Oui;2024-03-31
523;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PLM PLAN D'ORGON;PAL DUSS;0;Oui;2023-03-31
524;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRA FEILLENS;PAL DUSS;0;Oui;2023-07-31
525;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER IDF RUNGIS (GST);PAL DUSS;0;Oui;2023-12-31
526;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER NORMANDIE ST AMAND;PAL DUSS;0;Oui;2023-03-31
527;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;SERRES ET PILAIRE CHÂTEAURENARD;PAL DUSS;0;Oui;2023-05-31
528;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;;PAL EUROPE;0;Oui;2023-09-30
529;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;;PAL EUROPE;0;Oui;2023-12-31
530;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;GUIDEZ LOG MONCHY ;PAL EUROPE;0;Oui;2023-11-30
531;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;GUIDEZ MONCHY LE PREUX;PAL EUROPE;11;Oui;2024-04-30
532;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PATL ALLONNES;PAL EUROPE;627;Non;2023-12-31
533;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PATL REZE;PAL EUROPE;-64;Non;2024-02-29
534;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PLM MONTPELLIER;PAL EUROPE;525;Oui;2024-04-30
535;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PLM NICE;PAL EUROPE;0;Oui;2023-06-30
536;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PLM PLAN D'ORGON;PAL EUROPE;301;Oui;2024-04-30
537;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRA FEILLENS;PAL EUROPE;2222;Oui;2024-04-30
538;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRA LYON;PAL EUROPE;196;Oui;2024-04-30
539;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMAVER (ATD);PAL EUROPE;0;Oui;2022-12-31
540;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER EUROPE AGEN;PAL EUROPE;24;Non;2022-12-31
541;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;-18;Non;2023-12-31
542;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-1744;Non;2022-12-31
543;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;56;Non;2023-12-31
544;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;-22;Oui;2024-01-31
545;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER PERPIGNAN 1;PAL EUROPE;-92;Oui;2024-03-31
546;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER TOULOUSE;PAL EUROPE;-75;Non;2024-01-31
547;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER TOURS;PAL EUROPE;-34;Non;2023-11-30
548;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER TROYES;PAL EUROPE;-53;Non;2022-12-31
549;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;279;Oui;2024-04-30
550;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PTI AGEN;PAL EUROPE;1031;Oui;2024-04-30
551;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PTR PERPIGNAN;PAL EUROPE;0;Oui;2023-09-30
552;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;PTSO MOISSAC;PAL EUROPE;0;Oui;2023-10-31
553;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;SATAR AGEN LOGISTIQUE;PAL EUROPE;578;Non;2023-10-31
554;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;SATAR AGEN PRIMEUR;PAL EUROPE;379;Non;2022-12-31
555;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;SATAR BORDEAUX;PAL EUROPE;-30;Non;2023-07-31
556;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;SATAR MOISSAC;PAL EUROPE;109;Oui;2024-04-30
557;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;SATAR SAMAZAN;PAL EUROPE;-2068;Non;2024-03-31
558;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;SERRES ET PILAIRE CHÂTEAURENARD;PAL EUROPE;-864;Oui;2024-04-30
559;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;SERRES ET PILAIRE PERPIGNAN;PAL EUROPE;0;Oui;2023-10-31
560;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;TMF BEZIERS;PAL EUROPE;423;Oui;2024-04-30
561;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;TMF ESTILLAC;PAL EUROPE;439;Non;2024-03-31
562;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;TMF LE CRES;PAL EUROPE;55;Non;2024-03-31
563;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;TMF MALATAVERNE;PAL EUROPE;-19;Oui;2024-02-29
564;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;TMF ORMES;PAL EUROPE;938;Non;2024-03-31
565;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;TMF PLAN D'ORGON;PAL EUROPE;382;Non;2024-03-31
566;PROVENCE;PRIMEVER PROVENCE CHATEAURENARD;TMF TOURS;PAL EUROPE;0;Oui;2024-04-30
567;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;GUIDEZ MONCHY LE PREUX;PAL DUSS;-1;Oui;2023-10-31
568;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PRA LYON;PAL DUSS;-40;Oui;2024-03-31
569;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PRIMEVER IDF RUNGIS (GST);PAL DUSS;24;Oui;2024-03-31
570;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PRIMEVER PROVENCE CHATEAURENARD;PAL DUSS;0;Oui;2023-05-31
571;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;SERRES ET PILAIRE PERPIGNAN;PAL DUSS;0;Oui;2023-11-30
572;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-501;Oui;2024-04-30
573;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PLM MONTPELLIER;PAL EUROPE;-8;Oui;2024-01-31
574;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PLM PLAN D'ORGON;PAL EUROPE;-47;Oui;2024-04-30
575;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PRA FEILLENS;PAL EUROPE;-18;Oui;2024-02-29
576;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PRA LYON;PAL EUROPE;-20;Oui;2024-04-30
577;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PRIMEVER EUROPE AGEN;PAL EUROPE;164;Non;2023-11-30
578;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Oui;2024-04-21
579;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-23;Non;2024-03-31
580;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;0;Oui;2022-12-31
581;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;864;Oui;2024-04-30
582;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;133;Oui;2024-04-30
583;PROVENCE;SERRES ET PILAIRE CHÂTEAURENARD;SERRES ET PILAIRE PERPIGNAN;PAL EUROPE;9;Non;2024-03-31
584;PROVENCE;SERRES ET PILAIRE PERPIGNAN;PRIMEVER PERPIGNAN 1;PAL DUSS;0;Oui;2023-10-31
585;PROVENCE;SERRES ET PILAIRE PERPIGNAN;SERRES ET PILAIRE CHÂTEAURENARD;PAL DUSS;0;Oui;2023-10-31
586;PROVENCE;SERRES ET PILAIRE PERPIGNAN;GUIDEZ MONCHY LE PREUX;PAL EUROPE;0;Oui;2022-12-31
587;PROVENCE;SERRES ET PILAIRE PERPIGNAN;PLM MONTPELLIER;PAL EUROPE;2;Oui;2024-01-31
588;PROVENCE;SERRES ET PILAIRE PERPIGNAN;PLM PLAN D'ORGON;PAL EUROPE;-27;Non;2024-01-31
589;PROVENCE;SERRES ET PILAIRE PERPIGNAN;PRIMEVER EUROPE AGEN;PAL EUROPE;63;Non;2023-11-30
590;PROVENCE;SERRES ET PILAIRE PERPIGNAN;PRIMEVER PERPIGNAN 1;PAL EUROPE;0;Oui;2023-06-30
591;PROVENCE;SERRES ET PILAIRE PERPIGNAN;PRIMEVER PERPIGNAN 5;PAL EUROPE;0;Oui;2023-06-30
592;PROVENCE;SERRES ET PILAIRE PERPIGNAN;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;2;Oui;2023-10-31
593;PROVENCE;SERRES ET PILAIRE PERPIGNAN;PRIMEVER TOULOUSE;PAL EUROPE;3;Oui;2023-10-31
594;PROVENCE;SERRES ET PILAIRE PERPIGNAN;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;1;Oui;2023-12-31
595;PROVENCE;SERRES ET PILAIRE PERPIGNAN;SERRES ET PILAIRE CHÂTEAURENARD;PAL EUROPE;-9;Non;2024-03-31
596;RHONE ALPES;PRA FEILLENS;PRA LYON;PAL DUSS;0;Oui;2023-06-30
597;RHONE ALPES;PRA FEILLENS;PRIMEVER EUROPE AGEN;PAL DUSS;0;Oui;2023-06-30
598;RHONE ALPES;PRA FEILLENS;PRIMEVER PROVENCE CHATEAURENARD;PAL DUSS;0;Oui;2023-06-30
599;RHONE ALPES;PRA FEILLENS;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-21;Non;2024-03-31
600;RHONE ALPES;PRA FEILLENS;PATL ALLONNES;PAL EUROPE;4;Oui;2023-09-30
601;RHONE ALPES;PRA FEILLENS;PATL REZE;PAL EUROPE;0;Oui;2021-12-31
602;RHONE ALPES;PRA FEILLENS;PLM MONTPELLIER;PAL EUROPE;0;Oui;2021-12-31
603;RHONE ALPES;PRA FEILLENS;PLM PLAN D'ORGON;PAL EUROPE;35;Oui;2024-04-30
604;RHONE ALPES;PRA FEILLENS;PRA LYON;PAL EUROPE;0;Oui;2024-04-30
605;RHONE ALPES;PRA FEILLENS;PRIMEVER EUROPE AGEN;PAL EUROPE;0;Oui;2023-08-31
606;RHONE ALPES;PRA FEILLENS;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-188;Non;2024-03-31
607;RHONE ALPES;PRA FEILLENS;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;11;Oui;2024-02-29
608;RHONE ALPES;PRA FEILLENS;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;68;Oui;2024-04-30
609;RHONE ALPES;PRA FEILLENS;PRIMEVER PERPIGNAN 1;PAL EUROPE;7;Oui;2023-10-31
610;RHONE ALPES;PRA FEILLENS;PRIMEVER PERPIGNAN 2;PAL EUROPE;0;Oui;2021-12-31
611;RHONE ALPES;PRA FEILLENS;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-2222;Oui;2024-04-30
612;RHONE ALPES;PRA FEILLENS;PRIMEVER TOURS;PAL EUROPE;0;Oui;2022-12-31
613;RHONE ALPES;PRA FEILLENS;PRIMEVER TROYES;PAL EUROPE;-485;Non;2024-03-31
614;RHONE ALPES;PRA FEILLENS;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;-481;Non;2024-03-31
615;RHONE ALPES;PRA FEILLENS;PTSO MOISSAC;PAL EUROPE;46;Oui;2024-03-31
616;RHONE ALPES;PRA FEILLENS;SATAR AGEN LOGISTIQUE;PAL EUROPE;0;Oui;2023-02-28
617;RHONE ALPES;PRA FEILLENS;SATAR SAMAZAN;PAL EUROPE;0;Oui;2021-12-31
618;RHONE ALPES;PRA FEILLENS;SERRES ET PILAIRE CHÂTEAURENARD;PAL EUROPE;18;Oui;2024-02-29
619;RHONE ALPES;PRA FEILLENS;TMF BEZIERS;PAL EUROPE;8;Oui;2023-12-31
620;RHONE ALPES;PRA FEILLENS;TMF ESTILLAC;PAL EUROPE;2;Oui;2023-06-30
621;RHONE ALPES;PRA FEILLENS;TMF LE CRES;PAL EUROPE;-5;Oui;2023-07-31
622;RHONE ALPES;PRA FEILLENS;TMF MALATAVERNE;PAL EUROPE;10;Oui;2024-04-30
623;RHONE ALPES;PRA FEILLENS;TMF ORMES;PAL EUROPE;10;Oui;2024-03-31
624;RHONE ALPES;PRA FEILLENS;TMF PERPIGNAN;PAL EUROPE;1;Oui;2023-12-31
625;RHONE ALPES;PRA FEILLENS;TMF PLAN D'ORGON;PAL EUROPE;165;Oui;2023-09-30
626;RHONE ALPES;PRA LYON;GUIDEZ MONCHY LE PREUX;PAL DUSS;0;Oui;2023-11-30
627;RHONE ALPES;PRA LYON;PRA FEILLENS;PAL DUSS;0;Oui;2023-08-31
628;RHONE ALPES;PRA LYON;PRIMEVER IDF RUNGIS (GST);PAL DUSS;104;Non;2024-03-31
629;RHONE ALPES;PRA LYON;PRIMEVER PERPIGNAN 1;PAL DUSS;0;Oui;2023-08-31
630;RHONE ALPES;PRA LYON;PRIMEVER PERPIGNAN 2;PAL DUSS;0;Oui;2022-12-31
631;RHONE ALPES;PRA LYON;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL DUSS;0;Oui;2024-02-29
632;RHONE ALPES;PRA LYON;SERRES ET PILAIRE CHÂTEAURENARD;PAL DUSS;40;Oui;2024-03-31
633;RHONE ALPES;PRA LYON;TMF BEZIERS;PAL DUSS;0;Oui;2023-12-31
634;RHONE ALPES;PRA LYON;TMF PERPIGNAN;PAL DUSS;0;Oui;2023-11-27
635;RHONE ALPES;PRA LYON;;PAL EUROPE;0;Oui;2023-12-31
636;RHONE ALPES;PRA LYON;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-2069;Oui;2024-04-30
637;RHONE ALPES;PRA LYON;PATL ALLONNES;PAL EUROPE;0;Non;2024-01-31
638;RHONE ALPES;PRA LYON;PATL REZE;PAL EUROPE;-12;Non;2024-01-31
639;RHONE ALPES;PRA LYON;PLM MONTPELLIER;PAL EUROPE;0;Oui;2022-12-31
640;RHONE ALPES;PRA LYON;PLM PLAN D'ORGON;PAL EUROPE;-195;Oui;2024-04-30
641;RHONE ALPES;PRA LYON;PRA FEILLENS;PAL EUROPE;0;Oui;2024-04-30
642;RHONE ALPES;PRA LYON;PRIMEVER EUROPE AGEN;PAL EUROPE;0;Oui;2023-08-31
643;RHONE ALPES;PRA LYON;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Oui;2023-02-28
644;RHONE ALPES;PRA LYON;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;115;Non;2024-03-31
645;RHONE ALPES;PRA LYON;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;-244;Non;2024-03-31
646;RHONE ALPES;PRA LYON;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;63;Oui;2024-04-30
647;RHONE ALPES;PRA LYON;PRIMEVER ORLEANS;PAL EUROPE;-2;Oui;2023-12-31
648;RHONE ALPES;PRA LYON;PRIMEVER PERPIGNAN 1;PAL EUROPE;-252;Non;2024-03-31
649;RHONE ALPES;PRA LYON;PRIMEVER PERPIGNAN 2;PAL EUROPE;0;Oui;2023-11-30
650;RHONE ALPES;PRA LYON;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-196;Oui;2024-04-30
651;RHONE ALPES;PRA LYON;PRIMEVER TOURS;PAL EUROPE;36;Non;2024-02-29
652;RHONE ALPES;PRA LYON;PRIMEVER TROYES;PAL EUROPE;-1;Oui;2023-11-27
653;RHONE ALPES;PRA LYON;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;0;Oui;2024-04-30
654;RHONE ALPES;PRA LYON;PTI AGEN;PAL EUROPE;9;Oui;2023-12-31
655;RHONE ALPES;PRA LYON;PTSO MOISSAC;PAL EUROPE;0;Oui;2024-03-31
656;RHONE ALPES;PRA LYON;SATAR MOISSAC;PAL EUROPE;0;Oui;2023-11-27
657;RHONE ALPES;PRA LYON;SATAR SAMAZAN;PAL EUROPE;-398;Oui;2024-04-30
658;RHONE ALPES;PRA LYON;SERRES ET PILAIRE CHÂTEAURENARD;PAL EUROPE;20;Oui;2024-04-30
659;RHONE ALPES;PRA LYON;TMF BEZIERS;PAL EUROPE;10;Non;2023-12-31
660;RHONE ALPES;PRA LYON;TMF LE CRES;PAL EUROPE;0;Oui;2023-08-31
661;RHONE ALPES;PRA LYON;TMF MALATAVERNE;PAL EUROPE;1;Non;2024-01-31
662;RHONE ALPES;PRA LYON;TMF ORMES;PAL EUROPE;0;Oui;2023-10-31
663;RHONE ALPES;PRA LYON;TMF PERPIGNAN;PAL EUROPE;22;Non;2023-12-31
664;RHONE ALPES;PRA LYON;TMF PLAN D'ORGON;PAL EUROPE;0;Oui;2023-11-27
665;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRA LYON;PAL DUSS;-16;Non;2023-12-31
666;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRIMEVER IDF RUNGIS (GST);PAL DUSS;16;Non;2023-12-31
667;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRIMEVER PERPIGNAN 1;PAL DUSS;0;Oui;2023-11-30
668;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;SATAR SAMAZAN;PAL DUSS;0;Oui;2022-12-31
669;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;;PAL EUROPE;0;Oui;2023-01-31
670;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-150;Non;2024-03-31
671;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PATL ALLONNES;PAL EUROPE;-3;Oui;2023-08-31
672;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PATL REZE;PAL EUROPE;-2;Oui;2023-12-31
673;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PLM MONTPELLIER;PAL EUROPE;-96;Oui;2023-12-31
674;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PLM NICE;PAL EUROPE;0;Oui;2024-01-31
675;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PLM PLAN D'ORGON;PAL EUROPE;-666;Oui;2024-04-30
676;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRA FEILLENS;PAL EUROPE;481;Non;2024-03-31
677;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRA LYON;PAL EUROPE;34;Non;2024-01-31
678;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRIMEVER EUROPE AGEN;PAL EUROPE;-17;Non;2023-05-31
679;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;-1;Non;2023-06-30
680;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-104;Non;2023-10-31
681;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;36;Non;2023-08-31
682;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRIMEVER ORLEANS;PAL EUROPE;0;Oui;2022-12-31
683;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRIMEVER PERPIGNAN 1;PAL EUROPE;-92;Non;2024-03-31
684;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-279;Oui;2024-04-30
685;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRIMEVER TOULOUSE;PAL EUROPE;-30;Non;2023-10-31
686;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PRIMEVER TOURS;PAL EUROPE;0;Oui;2022-12-31
687;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PTI AGEN;PAL EUROPE;0;Oui;2023-09-30
688;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;SATAR AGEN LOGISTIQUE;PAL EUROPE;0;Oui;2023-09-30
689;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;SATAR AGEN PRIMEUR;PAL EUROPE;0;Oui;2023-11-30
690;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;SATAR BORDEAUX;PAL EUROPE;0;Oui;2023-09-30
691;RHONE ALPES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;SATAR MOISSAC;PAL EUROPE;-31;Oui;2023-11-30
